Month,C_BRDF,R_BRDF,I_BRDF,A_BRDF,M_BRDF,N_BRDF,province,m,C_BRDF_R,R_BRDF_R,I_BRDF_R,A_BRDF_R,M_BRDF_R,N_BRDF_R
2022-11-01,21.359718601693714,26.66929894408824,30.84095620548208,41.569706940349214,20.54680510304945,14.190123760866276,上海,11,108.86588997021474,79.85913285291963,102.69693646550806,101.56402813010179,95.5905607237906,102.40169339512917
2022-12-01,22.779195861880865,28.481081826549925,32.483283971249946,43.90283408495542,21.69690215003878,14.83094297652745,上海,12,111.2514875423245,81.42588137995925,104.78131384840248,104.08219360350897,97.27688383899536,103.40861927472365
2017-01-01,25.66517244717969,4.522174172658209,3.92092330849566,5.362800540626196,2.8965061753876045,1.0411600818638254,山西,1,107.18785208301233,76.80441065872687,101.25585975420944,75.14622649108486,41.663607006465206,85.33229136688102
2017-02-01,29.975331177367373,5.309142954966808,4.525321055926313,6.357139818816125,3.250240252472884,1.0550829180693797,山西,2,113.77893993482917,76.5002836078634,111.01178322677856,83.36027819903585,41.95367033248751,81.95976430426757
2017-03-01,24.879275487597795,4.245199451051034,3.869944208316048,5.23021661434554,2.6581350607536285,0.897230165442252,山西,3,110.9721031447875,76.33038059491982,107.42260428973024,78.1515889709599,39.89123397751981,82.90591205235371
2017-04-01,26.650648799416025,4.545330835178235,4.058688679326159,5.863270996522166,2.427903603431928,0.9856279648385542,山西,4,117.60023239424729,83.97449312627747,112.08421590238449,82.77868878392535,37.361125321210146,94.31804477236933
2017-05-01,26.726099057305284,4.670698502952945,4.181732384889057,5.611494777102373,2.577279652161421,0.9455010767220576,山西,5,118.09870372609608,85.73608786988625,114.94027965602469,83.39982090983118,38.525319004536826,94.34581377460944
2017-06-01,25.59368944453061,4.605266533256054,4.140081176359768,5.384880303268376,3.0492939772823995,0.98550755573701,山西,6,115.30227824390357,84.44954667794349,111.79637383921965,81.0649280451657,45.95691685512204,94.51250154389305
2017-07-01,24.57758786464631,4.394395356800865,4.240291130040977,5.32204557695191,2.7542693234478475,0.9458036835244836,山西,7,113.77336239906712,81.48050018532862,114.94818313465673,81.01069144679323,41.78548796190891,86.29623253204983
2017-08-01,25.244545203144863,4.492774082770884,4.1602456952636695,5.465455530458929,2.6746290317831414,0.9448383990490076,山西,8,117.62262778530416,85.93336863948137,118.28089050731312,85.73398584205117,42.25735292943544,94.67121552033652
