2019-12-30,20,72
2019-12-31,20,87
2020-01-01,8,24
2020-01-02,20,93
2020-01-03,20,104
2020-01-04,8,41
2020-01-05,8,43
2020-01-06,20,96
2020-01-07,20,105
2020-01-08,20,99
2020-01-09,20,109
2020-01-10,20,107
2020-01-11,8,46
2020-01-12,8,40
2020-01-13,20,111
2020-01-14,20,116
2020-01-15,20,103
2020-01-16,20,102
2020-01-17,20,102
2020-01-18,8,49
2020-01-19,8,40
2020-01-20,20,109
2020-01-21,20,117
2020-01-22,20,95
2020-01-23,20,117
2020-01-24,8,29
2020-01-25,8,32
2020-01-26,8,26
2020-01-27,8,35
2020-01-28,8,39
2020-01-29,8,40
2020-01-30,8,43
2020-01-31,8,37
2020-02-01,8,43
2020-02-02,8,41
2020-02-03,20,98
2020-02-04,20,92
2020-02-05,20,96
2020-02-06,20,95
2020-02-07,20,109
2020-02-08,8,45
2020-02-09,8,35
2020-02-10,20,94
2020-02-11,20,90
2020-02-12,20,103
2020-02-13,20,90
2020-02-14,20,108
2020-02-15,8,42
2020-02-16,8,38
2020-02-17,20,94
2020-02-18,20,116
2020-02-19,20,100
2020-02-20,20,103
2020-02-21,20,102
2020-02-22,8,43
2020-02-23,8,36
2020-02-24,20,97
2020-02-25,20,99
2020-02-26,20,101
2020-02-27,20,96
2020-02-28,20,115
2020-02-29,8,38
2020-03-01,8,40
2020-03-02,20,96
2020-03-03,20,98
2020-03-04,20,91
2020-03-05,20,103
2020-03-06,20,102
2020-03-07,8,36
2020-03-08,8,33
2020-03-09,20,103
2020-03-10,20,98
2020-03-11,20,84
2020-03-12,20,101
2020-03-13,20,100
2020-03-14,8,34
2020-03-15,8,40
2020-03-16,20,108
2020-03-17,20,95
2020-03-18,20,90
2020-03-19,20,85
2020-03-20,20,99
2020-03-21,8,35
2020-03-22,8,37
2020-03-23,20,100
2020-03-24,20,103
2020-03-25,20,98
2020-03-26,20,93
2020-03-27,20,87
2020-03-28,8,40
2020-03-29,8,40
2020-03-30,20,100
2020-03-31,20,107
2020-04-01,20,106
2020-04-02,20,102
2020-04-03,20,97
2020-04-04,8,43
2020-04-05,8,44
2020-04-06,8,30
2020-04-07,20,78
2020-04-08,20,93
2020-04-09,20,98
2020-04-10,20,96
2020-04-11,8,54
2020-04-12,8,39
2020-04-13,20,101
2020-04-14,20,99
2020-04-15,20,97
2020-04-16,20,111
2020-04-17,20,91
2020-04-18,8,38
2020-04-19,8,38
2020-04-20,20,117
2020-04-21,20,97
2020-04-22,20,101
2020-04-23,20,92
2020-04-24,20,88
2020-04-25,8,37
2020-04-26,8,35
2020-04-27,20,107
2020-04-28,20,104
2020-04-29,20,105
2020-04-30,20,125
2020-05-01,8,40
2020-05-02,8,38
2020-05-03,8,35
2020-05-04,8,25
2020-05-05,8,36
2020-05-06,20,90
2020-05-07,20,110
2020-05-08,20,102
2020-05-09,8,38
2020-05-10,8,37
2020-05-11,20,101
2020-05-12,20,110
2020-05-13,20,94
2020-05-14,20,109
2020-05-15,20,91
2020-05-16,8,41
2020-05-17,8,42
2020-05-18,20,69
2020-05-19,20,87
2020-05-20,20,82
2020-05-21,20,67
2020-05-22,20,59
2020-05-23,20,63
2020-05-24,20,68
2020-05-25,20,66
2020-05-26,20,54
2020-05-27,20,96
2020-05-28,20,44
2020-05-29,20,67
2020-05-30,8,30
2020-05-31,8,28
2020-06-01,20,91
2020-06-02,20,48
2020-06-03,20,102
2020-06-04,20,108
2020-06-05,20,99
2020-06-06,8,52
2020-06-07,8,42
2020-06-08,20,90
2020-06-09,20,107
2020-06-10,20,99
2020-06-11,20,111
2020-06-12,20,101
2020-06-13,8,51
2020-06-14,8,42
2020-06-15,20,101
2020-06-16,20,94
2020-06-17,20,108
2020-06-18,20,107
2020-06-19,20,109
2020-06-20,8,51
2020-06-21,8,41
2020-06-22,20,86
2020-06-23,20,106
2020-06-24,20,94
2020-06-25,8,45
2020-06-26,8,46
2020-06-27,8,32
2020-06-28,8,38
2020-06-29,20,101
2020-06-30,20,98
2020-07-01,20,109
2020-07-02,20,111
2020-07-03,20,107
2020-07-04,8,45
2020-07-05,8,41
2020-07-06,20,108
2020-07-07,20,104
2020-07-08,20,111
2020-07-09,20,111
2020-07-10,20,101
2020-07-11,8,38
2020-07-12,8,39
2020-07-13,20,100
2020-07-14,20,99
2020-07-15,20,100
2020-07-16,20,111
2020-07-17,20,96
2020-07-18,8,46
2020-07-19,8,40
2020-07-20,20,107
2020-07-21,20,104
2020-07-22,20,91
2020-07-23,20,90
2020-07-24,20,93
2020-07-25,8,47
2020-07-26,8,42
2020-07-27,20,99
2020-07-28,20,103
2020-07-29,20,112
2020-07-30,20,105
2020-07-31,20,96
2020-08-01,8,43
2020-08-02,8,33
2020-08-03,20,105
2020-08-04,20,96
2020-08-05,20,92
2020-08-06,20,100
2020-08-07,20,91
2020-08-08,8,36
2020-08-09,8,34
2020-08-10,20,103
2020-08-11,20,108
2020-08-12,20,114
2020-08-13,20,93
2020-08-14,20,103
2020-08-15,8,41
2020-08-16,8,37
2020-08-17,20,98
2020-08-18,20,89
2020-08-19,20,104
2020-08-20,20,105
2020-08-21,20,97
2020-08-22,8,43
2020-08-23,8,34
2020-08-24,20,109
2020-08-25,20,70
2020-08-26,20,88
2020-08-27,20,99
2020-08-28,20,66
2020-08-29,8,42
2020-08-30,8,36
2020-08-31,20,99
2020-09-01,20,103
2020-09-02,20,98
2020-09-03,20,111
2020-09-04,20,93
2020-09-05,8,39
2020-09-06,8,30
2020-09-07,20,89
2020-09-08,20,83
2020-09-09,20,55
2020-09-10,20,84
2020-09-11,20,85
2020-09-12,8,41
2020-09-13,8,37
2020-09-14,20,99
2020-09-15,20,91
2020-09-16,20,87
2020-09-17,20,94
2020-09-18,20,93
2020-09-19,8,27
2020-09-20,8,34
2020-09-21,20,93
2020-09-22,20,87
2020-09-23,20,76
2020-09-24,20,93
2020-09-25,20,78
2020-09-26,8,42
2020-09-27,8,33
2020-09-28,20,95
2020-09-29,20,92
2020-09-30,20,90
2020-10-01,8,35
2020-10-02,8,30
2020-10-03,8,26
2020-10-04,8,30
2020-10-05,8,33
2020-10-06,8,29
